Frans,Nederlands,Duits,Begin,Einde
Leers-Nord,-,-,01.01.0001,02.01.1977
Lesdain,-,-,01.01.0001,01.01.1977
Leuze,-,-,01.01.0001,02.01.1977
Ligne,-,-,01.01.0001,02.03.1977
Marquain,-,-,01.01.0001,07.04.1977
Maubray,-,-,01.01.0001,02.01.1977
Maulde,-,-,01.01.0001,07.04.1977
Melles,-,-,01.01.0001,07.04.1977
Molenbaix,-,-,01.01.0001,02.01.1977
Montroeul-au-Bois,-,-,01.01.0001,02.01.1977
Mont-Saint-Aubert,-,-,01.01.0001,07.04.1977
Mourcourt,-,-,01.01.0001,07.04.1977
Néchin,-,-,01.01.0001,02.01.1977
Obigies,-,-,01.01.0001,02.01.1977
Orcq,-,-,01.01.0001,07.04.1977
Orroir,-,-,01.01.0001,02.01.1977
Pecq,-,-,01.01.0001,31.12.9999
Péronnes (lez-Antoing),-,-,01.01.0001,02.01.1977
Péruwelz,-,-,01.01.0001,31.12.9999
Pipaix,-,-,01.01.0001,02.01.1977
Popuelles,-,-,01.01.0001,02.01.1977
Pottes,-,-,01.01.0001,02.01.1977
Quartes,-,-,01.01.0001,07.04.1977
Ramegnies-Chin,-,-,01.01.0001,07.04.1977
Rongy,-,-,01.01.0001,01.01.1977
Roucourt,-,-,01.01.0001,02.01.1977
Rumes,-,-,01.01.0001,31.12.9999
Rumillies,-,-,01.01.0001,07.04.1977
Russeignies,Rozenaken,-,01.01.0001,02.01.1977
Saint-Léger (Hainaut),-,-,01.01.0001,02.01.1977
Saint-Maur,-,-,01.01.0001,07.04.1977
Taintignies,-,-,01.01.0001,03.01.1977
Templeuve,-,-,01.01.0001,07.04.1977
Thieulain,-,-,01.01.0001,02.01.1977
Thimougies,-,-,01.01.0001,07.04.1977
Tournai,Doornik,-,01.01.0001,31.12.9999
Vaulx (lez-Tournai),-,-,01.01.0001,07.04.1977
Velaines,-,-,01.01.0001,02.01.1977
Vezon,-,-,01.01.0001,07.04.1977
Warchin,-,-,01.01.0001,07.04.1977
Warcoing,-,-,01.01.0001,02.01.1977
Wasmes-Audemetz-Briffoeil,-,-,01.01.0001,02.01.1977
Wattripont,-,-,01.01.0001,01.01.1971
Wez-Velvain,-,-,01.01.0001,01.01.1977
Wiers,-,-,01.01.0001,02.01.1977
Willaupuis,-,-,01.01.0001,02.01.1977
Willemeau,-,-,01.01.0001,07.04.1977
Brunehaut,-,-,01.01.1977,31.12.9999
Leuze-en-Hainaut,-,-,02.01.1977,31.12.9999
Mont-de-l'Enclus,-,-,02.01.1977,31.12.9999
Pr.Liège,Pr.Luik,Pr.Lüttich,01.01.0001,31.12.9999
Abée,-,-,01.01.0001,02.01.1977
Aineffe,-,-,01.01.0001,02.01.1977
Amay,-,-,01.01.0001,31.12.9999
Ampsin,-,-,01.01.0001,01.01.1977
Antheit,-,-,01.01.0001,02.01.1977
Bas-Oha,-,-,01.01.0001,02.01.1977
Ben-Ahin,-,-,01.01.0001,02.01.1977
Bois-et-Borsu,-,-,01.01.0001,01.01.1977
Borlez,-,-,01.01.0001,01.01.1971
Burdinne,-,-,01.01.0001,31.12.9999
Chapon-Seraing,-,-,01.01.0001,03.01.1977
Clavier,-,-,01.01.0001,31.12.9999
Clermont-sous-Huy,-,-,01.01.0001,02.01.1977
Comblain-Fairon,-,-,01.01.0001,02.01.1977
Couthuin,-,-,01.01.0001,02.01.1977
Ehein,-,-,01.01.0001,03.01.1977
Ellemelle,-,-,01.01.0001,02.01.1977
Ernonheid,-,-,01.01.0001,04.04.1977
Ferrières,-,-,01.01.0001,31.12.9999
Filot,-,-,01.01.0001,02.01.1977
Fize-Fontaine,-,-,01.01.0001,02.01.1977
Flône,-,-,01.01.0001,01.01.1977
Fraiture,-,-,01.01.0001,02.01.1977
Hamoir,-,-,01.01.0001,31.12.9999
Hannêche,-,-,01.01.0001,01.04.1977
Harzé,-,-,01.01.0001,04.04.1977
Hermalle-sous-Huy,-,-,01.01.0001,05.01.1977
Héron,-,-,01.01.0001,31.12.9999
Hody,-,-,01.01.0001,02.01.1977
Huccorgne,-,-,01.01.0001,02.01.1977
Huy,Hoei,-,01.01.0001,31.12.9999
Jehay-Bodegnée,-,-,01.01.0001,03.01.1977
Lamontzée,-,-,01.01.0001,01.04.1977
Landenne,-,-,01.01.0001,10.02.1977
Lavoir,-,-,01.01.0001,02.01.1977
Les Avins,-,-,01.01.0001,01.01.1977
Les Waleffes,-,-,01.01.0001,01.01.1971
Lorcé,-,-,01.01.0001,01.01.1977
Marchin,-,-,01.01.0001,31.12.9999
Marneffe,-,-,01.01.0001,01.04.1977
Modave,-,-,01.01.0001,31.12.9999
Moha,-,-,01.01.0001,02.01.1977
Nandrin,-,-,01.01.0001,31.12.9999
Neuville-en-Condroz,-,-,01.01.0001,03.01.1977
Ocquier,-,-,01.01.0001,01.01.1977
Ombret-Rawsa,-,-,01.01.0001,02.01.1977
Oteppe,-,-,01.01.0001,01.04.1977
Ouffet,-,-,01.01.0001,31.12.9999
Outrelouxhe,-,-,01.01.0001,02.01.1977
Pailhe,-,-,01.01.0001,01.01.1977
Poulseur,-,-,01.01.0001,01.01.1977
Ramelot,-,-,01.01.0001,02.01.1977
Saint-Séverin,-,-,01.01.0001,01.01.1977
Seilles,-,-,01.01.0001,10.02.1977
Seny,-,-,01.01.0001,02.01.1977
Seraing-le-Château,-,-,01.01.0001,03.01.1977
Soheit-Tinlot,-,-,01.01.0001,02.01.1977
Strée (lez-Huy),-,-,01.01.0001,02.01.1977
Tavier,-,-,01.01.0001,02.01.1977
Terwagne,-,-,01.01.0001,01.01.1977
Tihange,-,-,01.01.0001,02.01.1977
Vaux-et-Borset,-,-,01.01.0001,02.01.1977
Verlaine,-,-,01.01.0001,31.12.9999
Vierset-Barse,-,-,01.01.0001,02.01.1977
Vieuxville,-,-,01.01.0001,03.01.1977
Vieux-Waleffe,-,-,01.01.0001,02.01.1977
Villers-aux-Tours,-,-,01.01.0001,02.01.1977
Villers-le-Bouillet,-,-,01.01.0001,31.12.9999
Villers-le-Temple,-,-,01.01.0001,01.01.1977
Vinalmont,-,-,01.01.0001,02.01.1977
Vyle-et-Tharoul,-,-,01.01.0001,01.01.1977
Wanze,-,-,01.01.0001,31.12.9999
Waret-l'Evêque,-,-,01.01.0001,02.01.1977
Warnant-Dreye,-,-,01.01.0001,02.01.1977
Warzée,-,-,01.01.0001,02.01.1977
Werbomont,-,-,01.01.0001,03.01.1977
Xhoris,-,-,01.01.0001,03.01.1977
Yernée-Fraineux,-,-,01.01.0001,01.01.1977
Anthisnes,-,-,02.01.1977,31.12.9999
Engis,-,-,02.01.1977,31.12.9999
Tinlot,-,-,02.01.1977,31.12.9999
Linchet,-,-,01.01.0001,22.07.1952
Neuville-sous-Huy,-,-,01.01.0001,22.07.1952
Vissoul,-,-,01.01.0001,22.07.1952
Alleur,-,-,01.01.0001,02.01.1977
Angleur,-,-,01.01.0001,01.01.1977
Ans,-,-,01.01.0001,31.12.9999
Anthisnes,-,-,01.01.0001,02.01.1977
Argenteau,-,-,01.01.0001,01.01.1977
Awans,-,-,01.01.0001,31.12.9999
Awirs,-,-,01.01.0001,01.01.1977
Ayeneux,-,-,01.01.0001,09.02.1977
Aywaille,-,-,01.01.0001,31.12.9999
Barchon,-,-,01.01.0001,01.01.1977
Bassenge,Bitsingen,-,01.01.0001,31.12.9999
Beaufays,-,-,01.01.0001,02.01.1977
Bellaire,-,-,01.01.0001,02.01.1977
Berneau,-,-,01.01.0001,01.01.1977
Beyne-Heusay,-,-,01.01.0001,31.12.9999
Bierset,-,-,01.01.0001,01.01.1977
Boirs,-,-,01.01.0001,01.04.1977
Bombaye,Bolbeek,-,01.01.0001,01.01.1977
Boncelles,-,-,01.01.0001,01.01.1977
Bressoux,-,-,01.01.0001,01.01.1977
Cerexhe-Heuseux,-,-,01.01.0001,09.02.1977
Chaudfontaine,-,-,01.01.0001,31.12.9999
Chênée,-,-,01.01.0001,02.01.1977
Cheratte,-,-,01.01.0001,01.01.1977
Chokier,-,-,01.01.0001,01.04.1969
Comblain-au-Pont,-,-,01.01.0001,31.12.9999
Dalhem,-,-,01.01.0001,31.12.9999
Dolembreux,-,-,01.01.0001,02.01.1977
Eben-Emael,-,-,01.01.0001,01.04.1977
Embourg,-,-,01.01.0001,02.01.1977
Engis,-,-,01.01.0001,02.01.1977
Esneux,-,-,01.01.0001,31.12.9999
Evegnée-Tignée,-,-,01.01.0001,09.02.1977
Feneur,-,-,01.01.0001,01.01.1977
Fexhe-Slins,-,-,01.01.0001,02.01.1977
Flémalle-Grande,-,-,01.01.0001,01.01.1977
Flémalle-Haute,-,-,01.01.0001,01.01.1977
Fléron,-,-,01.01.0001,31.12.9999
Fooz,-,-,01.01.0001,01.01.1977
Forêt,-,-,01.01.0001,16.02.1977
Fraipont,-,-,01.01.0001,16.02.1977
Glain,-,-,01.01.0001,01.01.1977
Gleixhe,-,-,01.01.0001,01.01.1965
Glons,Glaaien,-,01.01.0001,01.04.1977
Gomzé-Andoumont,-,-,01.01.0001,01.01.1977
Grâce-Berleur,-,-,01.01.0001,01.01.1971
Grivegnée,-,-,01.01.0001,01.01.1977
Haccourt,-,-,01.01.0001,01.01.1977
Hermalle-sous-Argenteau,-,-,01.01.0001,01.01.1977
Hermée,-,-,01.01.0001,01.01.1977
Herstal,-,-,01.01.0001,31.12.9999
Heure-le-Romain,-,-,01.01.0001,01.01.1977
Hognoul,-,-,01.01.0001,01.01.1977
Hollogne-aux-Pierres,-,-,01.01.0001,01.01.1977
Horion-Hozémont,-,-,01.01.0001,01.01.1977
Housse,-,-,01.01.0001,01.01.1977
Houtain-Saint-Siméon,-,-,01.01.0001,01.01.1977
Jemeppe (sur-Meuse),-,-,01.01.0001,01.01.1977
Jupille-sur-Meuse,-,-,01.01.0001,01.01.1977
Juprelle,-,-,01.01.0001,31.12.9999
Lanaye,Ternaaien,-,01.01.0001,01.01.1977
Lantin,-,-,01.01.0001,02.01.1977
Liège,Luik,Lüttich,01.01.0001,31.12.9999
Liers,-,-,01.01.0001,02.01.1977
Lixhe,Lieze,-,01.01.0001,01.01.1977
Loncin,-,-,01.01.0001,01.01.1977
Louveigné,-,-,01.01.0001,04.04.1977
Magnée,-,-,01.01.0001,01.01.1977
Melen,-,-,01.01.0001,09.02.1977
Micheroux,-,-,01.01.0001,09.02.1977
Milmort,-,-,01.01.0001,01.01.1977
Mons-lez-Liège,-,-,01.01.0001,01.01.1977
Montegnée,-,-,01.01.0001,01.01.1977
Mortier,-,-,01.01.0001,01.01.1977
Mortroux,-,-,01.01.0001,01.01.1977
Nessonvaux,-,-,01.01.0001,16.02.1977
Othée,Elch,-,01.01.0001,01.01.1977
Ougrée,-,-,01.01.0001,01.01.1977
Oupeye,-,-,01.01.0001,31.12.9999
Paifve,-,-,01.01.0001,02.01.1977
Plainevaux,-,-,01.01.0001,03.01.1977
Queue-du-Bois,-,-,01.01.0001,02.01.1977
Ivoz-Ramet,-,-,01.01.0001,01.01.1977
Retinne,-,-,01.01.0001,01.01.1977
Richelle,-,-,01.01.0001,01.01.1977
Roclenge-sur-Geer,Rukkelingen-aan-de-Jeker,-,01.01.0001,01.04.1977
Rocourt,-,-,01.01.0001,01.01.1977
Roloux,-,-,01.01.0001,01.01.1965
Romsée,-,-,01.01.0001,01.01.1977
Rotheux-Rimière,-,-,01.01.0001,03.01.1977
Rouvreux,-,-,01.01.0001,04.04.1977
Saint-André,-,-,01.01.0001,01.01.1977
Saint-Nicolas,-,-,01.01.0001,31.12.9999
Saint-Remy (Liège),-,-,01.01.0001,01.01.1977
Saive,-,-,01.01.0001,01.01.1977
Seraing,-,-,01.01.0001,31.12.9999
Slins,-,-,01.01.0001,01.04.1977
Sougné-Remouchamps,-,-,01.01.0001,04.04.1977
Soumagne,-,-,01.01.0001,31.12.9999
Sprimont,-,-,01.01.0001,31.12.9999
Tilff,-,-,01.01.0001,02.01.1977
Tilleur,-,-,01.01.0001,01.01.1977
Trembleur,-,-,01.01.0001,01.01.1977
Vaux-sous-Chèvremont,-,-,01.01.0001,02.01.1977
Velroux,-,-,01.01.0001,01.01.1977
Villers-l'Evêque,-,-,01.01.0001,01.01.1977
Villers-Saint-Siméon,-,-,01.01.0001,02.01.1977
Visé,Wezet,-,01.01.0001,31.12.9999
Vivegnis,-,-,01.01.0001,01.01.1977
Voroux-Goreux,-,-,01.01.0001,01.01.1965
Voroux-lez-Liers,-,-,01.01.0001,02.01.1977
Vottem,-,-,01.01.0001,01.01.1977
Wandre,-,-,01.01.0001,01.01.1977
Warsage,Weerst,-,01.01.0001,01.01.1977
Wihogne,Nudorp,-,01.01.0001,02.01.1977
Wonck,-,-,01.01.0001,01.04.1977
Xhendremael,-,-,01.01.0001,02.01.1971
Grâce-Hollogne,-,-,01.01.1971,31.12.9999
Blégny,-,-,01.01.1977,31.12.9999
Flémalle,-,-,01.01.1977,31.12.9999
Neupré,-,-,03.01.1977,31.12.9999
Trooz,-,-,16.02.1977,31.12.9999
Evegnée,-,-,01.01.0001,09.06.1949
Tignée,-,-,01.01.0001,09.06.1949
Amblève,Amel,Amel,01.01.0001,31.12.9999
Andrimont,-,-,01.01.0001,01.01.1977
Aubel,-,-,01.01.0001,31.12.9999
Baelen,-,-,01.01.0001,31.12.9999
Basse-Bodeux,-,-,01.01.0001,01.01.1977
Battice,-,-,01.01.0001,01.01.1977
Bellevaux-Ligneuville,-,-,01.01.0001,01.01.1977
Bevercé,-,-,01.01.0001,01.01.1977
Bilstain,-,-,01.01.0001,03.01.1977
Bolland,-,-,01.01.0001,01.01.1977
Bra,-,-,01.01.0001,03.01.1977
Bullange,Büllingen,Büllingen,01.01.0001,31.12.9999
Butgenbach,Bütgenbach,Bütgenbach,01.01.0001,31.12.9999
Chaineux,-,-,01.01.0001,01.01.1977
Charneux,-,-,01.01.0001,03.01.1977
Chevron,-,-,01.01.0001,01.01.1977
Clermont (sur-Berwinne),-,-,01.01.0001,02.01.1977
Cornesse,-,-,01.01.0001,01.01.1965
-,-,Crombach,01.01.0001,01.01.1977
Dison,-,-,01.01.0001,31.12.9999
-,-,Elsenborn,01.01.0001,02.01.1977
Ensival,-,-,01.01.0001,02.01.1977
-,-,Eupen,01.01.0001,31.12.9999
-,-,Eynatten,01.01.0001,01.01.1977
Faymonville,-,-,01.01.0001,01.01.1977
Fosse,-,-,01.01.0001,01.01.1971
Francorchamps,-,-,01.01.0001,04.03.1977
Gemmenich,-,-,01.01.0001,02.01.1977
Goé,Gulke,-,01.01.0001,03.01.1977
Grand-Rechain,-,-,01.01.0001,01.01.1977
-,-,Hauset,01.01.0001,01.01.1977
Henri-Chapelle,Hendrik-Kapelle,-,01.01.0001,02.01.1977
-,-,Heppenbach,01.01.0001,01.01.1977
-,-,Hergenrath,01.01.0001,01.01.1977
Herve,-,-,01.01.0001,31.12.9999
Heusy,-,-,01.01.0001,02.01.1977
Hombourg,Homburg,-,01.01.0001,02.01.1977
Jalhay,-,-,01.01.0001,31.12.9999
Julémont,-,-,01.01.0001,01.01.1977
La Calamine,Kelmis,Kelmis,01.01.0001,31.12.9999
-,-,Kettenis,01.01.0001,02.01.1977
La Gleize,-,-,01.01.0001,01.01.1977
Lambermont,-,-,01.01.0001,02.01.1977
La Reid,-,-,01.01.0001,02.01.1977
Lierneux,-,-,01.01.0001,31.12.9999
Limbourg,Limburg,-,01.01.0001,31.12.9999
-,-,Lommersweiler,01.01.0001,01.01.1977
-,-,Lontzen,01.01.0001,31.12.9999
Malmedy,Malmedy,Malmedy,01.01.0001,31.12.9999
-,-,Manderfeld,01.01.0001,03.01.1977
Membach,-,-,01.01.0001,02.01.1977
-,-,Meyerode,01.01.0001,01.01.1977
Montzen,-,-,01.01.0001,02.01.1977
Moresnet,-,-,01.01.0001,02.01.1977
Neufchâteau (lez-Visé),-,-,01.01.0001,01.01.1977
-,-,Neu-Moresnet,01.01.0001,01.01.1977
Olne,-,-,01.01.0001,31.12.9999
Pepinster,-,-,01.01.0001,31.12.9999
Petit-Rechain,-,-,01.01.0001,02.01.1977
Polleur,-,-,01.01.0001,02.01.1977
-,-,Raeren,01.01.0001,31.12.9999
Rahier,-,-,01.01.0001,01.01.1977
-,-,Recht,01.01.0001,01.01.1977
-,-,Reuland,01.01.0001,03.01.1977
Robertville,-,-,01.01.0001,01.01.1977
-,-,Rocherath,01.01.0001,03.01.1977
Saint-Vith,Sankt Vith,Sankt Vith,01.01.0001,31.12.9999
Sart(lez-Spa),-,-,01.01.0001,03.01.1977
-,-,Schönberg,01.01.0001,03.01.1977
Sippenaeken,-,-,01.01.0001,02.01.1977
Soiron,-,-,01.01.0001,02.01.1977
Spa,-,-,01.01.0001,31.12.9999
Stavelot,-,-,01.01.0001,31.12.9999
Stembert,-,-,01.01.0001,02.01.1977
Stoumont,-,-,01.01.0001,31.12.9999
Theux,-,-,01.01.0001,31.12.9999
Thimister,-,-,01.01.0001,02.01.1977
-,-,Thommen,01.01.0001,03.01.1977
Verviers,-,-,01.01.0001,31.12.9999
Waimes,Weismes,-,01.01.0001,31.12.9999
-,-,Walhorn,01.01.0001,02.01.1977
Wanne,-,-,01.01.0001,01.01.1971
Wegnez,-,-,01.01.0001,02.01.1977
Welkenraedt,-,-,01.01.0001,31.12.9999
Xhendelesse,-,-,01.01.0001,01.01.1977
Trois-Ponts,-,-,01.01.1971,31.12.9999
-,-,Burg-Reuland,01.01.0001,31.12.9999
Plombières,-,-,02.01.1977,31.12.9999
Thimister-Clermont,-,-,02.01.1977,31.12.9999
Hodimont,-,-,01.01.0001,22.07.1930
Abolens,-,-,01.01.0001,04.01.1971
Acosse,-,-,01.01.0001,03.01.1977
Ambresin,-,-,01.01.0001,03.01.1977
Avennes,-,-,01.01.0001,06.05.1977
Avernas-le-Bauduin,-,-,01.01.0001,04.01.1971
Avin,-,-,01.01.0001,02.01.1977
Bergilers,-,-,01.01.0001,01.01.1965
Berloz,-,-,01.01.0001,31.12.9999
Bertrée,-,-,01.01.0001,04.01.1971
Bettincourt,-,-,01.01.0001,08.01.1971
Blehen,-,-,01.01.0001,04.01.1971
Bleret,-,-,01.01.0001,08.01.1971
Boëlhe,-,-,01.01.0001,02.01.1977
Bovenistier,-,-,01.01.0001,08.01.1971
Braives,-,-,01.01.0001,31.12.9999
Celles (lez-Waremme),-,-,01.01.0001,01.01.1971
Ciplet,-,-,01.01.0001,06.05.1977
Corswarem,-,-,01.01.0001,03.01.1977
Cras-Avernas,-,-,01.01.0001,04.01.1971
Crehen,-,-,01.01.0001,04.01.1971
Crisnée,-,-,01.01.0001,31.12.9999
Darion,-,-,01.01.0001,02.01.1977
Donceel,-,-,01.01.0001,31.12.9999
Fallais,-,-,01.01.0001,06.05.1977
Fexhe-le-Haut-Clocher,-,-,01.01.0001,31.12.9999
Fize-le-Marsal,-,-,01.01.0001,01.01.1965
Freloux,-,-,01.01.0001,01.01.1965
Fumal,-,-,01.01.0001,06.05.1977
Geer,-,-,01.01.0001,31.12.9999
Grand-Axhe,-,-,01.01.0001,08.01.1971
Grand-Hallet,-,-,01.01.0001,02.01.1977
Grandville,-,-,01.01.0001,01.01.1965
Haneffe,-,-,01.01.0001,03.01.1977
Hannut,Hannuit,-,01.01.0001,31.12.9999
Hodeige,-,-,01.01.0001,02.01.1977
Hollogne-sur-Geer,-,-,01.01.0001,02.01.1977
Jeneffe (en-Hesbaye),-,-,01.01.0001,03.01.1977
Kemexhe,-,-,01.01.0001,01.01.1965
Lamine,-,-,01.01.0001,04.01.1971
Lantremange,-,-,01.01.0001,08.01.1971
Latinne,-,-,01.01.0001,06.05.1977
Lens-Saint-Remy,-,-,01.01.0001,04.01.1971
Lens-Saint-Servais,-,-,01.01.0001,02.01.1977
Lens-sur-Geer,-,-,01.01.0001,01.01.1965
Ligney,-,-,01.01.0001,02.01.1977
Limont,-,-,01.01.0001,03.01.1977
Lincent,Lijsem,-,01.01.0001,31.12.9999
Meeffe,-,-,01.01.0001,03.01.1977
Merdorp,-,-,01.01.0001,02.01.1977
Momalle,-,-,01.01.0001,02.01.1977
Moxhe,-,-,01.01.0001,02.01.1977
Noville,-,-,01.01.0001,01.01.1965
Odeur,-,-,01.01.0001,01.01.1965
Oleye,Liek,-,01.01.0001,08.01.1971
Omal,-,-,01.01.0001,02.01.1977
Oreye,Oerle,-,01.01.0001,31.12.9999
Otrange,-,-,01.01.0001,01.01.1965
Pellaines,Pellen,-,01.01.0001,03.01.1977
Petit-Hallet,-,-,01.01.0001,01.01.1965
Poucet,-,-,01.01.0001,04.01.1971
Pousset,-,-,01.01.0001,02.01.1977
Racour,Raatshoven,-,01.01.0001,03.01.1977
Remicourt,-,-,01.01.0001,31.12.9999
Rosoux-Crenwick,Roost-Krenwik,-,01.01.0001,03.01.1977
Saint-Georges-sur-Meuse,-,-,01.01.0001,31.12.9999
Thisnes,-,-,01.01.0001,02.01.1977
Thys,-,-,01.01.0001,01.01.1965
Tourinne,-,-,01.01.0001,06.05.1977
Trognée,Truielingen,-,01.01.0001,02.01.1977
Viemme,-,-,01.01.0001,02.01.1977
Ville-en-Hesbaye,-,-,01.01.0001,06.05.1977
Villers-le-Peuplier,-,-,01.01.0001,04.01.1971
Wansin,-,-,01.01.0001,01.01.1965
Waremme,Borgworm,-,01.01.0001,31.12.9999
Wasseiges,-,-,01.01.0001,31.12.9999
Faimes,-,-,01.01.1971,31.12.9999
Pr.Limbourg,Pr.Limburg,Pr.Limburg,01.01.0001,31.12.9999
-,Aalst (Limb.),-,01.01.0001,02.01.1971
-,As,-,01.01.0001,31.12.9999
-,Berbroek,-,01.01.0001,01.01.1971
-,Beringen,-,01.01.0001,31.12.9999
-,Beverlo,-,01.01.0001,01.01.1977
-,Binderveld,-,01.01.0001,02.01.1971
-,Boekhout,-,01.01.0001,02.01.1971
-,Borlo,-,01.01.0001,26.06.1977
-,Brustem,-,01.01.0001,26.06.1977
-,Buvingen,-,01.01.0001,09.01.1971
-,Diepenbeek,-,01.01.0001,31.12.9999
-,Donk,-,01.01.0001,05.01.1971
-,Duras,-,01.01.0001,26.06.1977
-,Engelmanshoven,-,01.01.0001,05.01.1971
-,Gelinden,-,01.01.0001,05.01.1971
-,Genk,-,01.01.0001,31.12.9999
-,Gingelom,-,01.01.0001,31.12.9999
-,Gorsem,-,01.01.0001,02.01.1971
-,Groot-Gelmen,-,01.01.0001,05.01.1971
-,Halen,-,01.01.0001,31.12.9999
-,Halmaal,-,01.01.0001,04.01.1971
-,Hasselt,-,01.01.0001,31.12.9999
-,Heppen,-,01.01.0001,01.01.1977
Herck-la-Ville,Herk-de-Stad,Herk-de-Stad,01.01.0001,31.12.9999
-,Heusden (Limb.),-,01.01.0001,01.01.1977
Goyer,Jeuk,Jeuk,01.01.0001,01.01.1977
-,Kerkom-bij-Sint-Truiden,-,01.01.0001,09.01.1971
-,Kermt,-,01.01.0001,02.01.1977
-,Koersel,-,01.01.0001,01.01.1977
-,Kortijs,-,01.01.0001,04.01.1971
-,Kozen,-,01.01.0001,26.06.1977
-,Kuringen,-,01.01.0001,02.01.1977
-,Kwaadmechelen,-,01.01.0001,02.01.1977
Bourg-Léopold,Leopoldsburg,Leopoldsburg,01.01.0001,31.12.9999
-,Linkhout,-,01.01.0001,01.01.1977
-,Loksbergen,-,01.01.0001,01.01.1965
-,Lummen,-,01.01.0001,31.12.9999
-,Meldert (Limb.),-,01.01.0001,01.01.1977
-,Mielen-boven-Aalst,-,01.01.0001,09.01.1971
-,Montenaken,-,01.01.0001,01.01.1977
-,Muizen (Limb.),-,01.01.0001,09.01.1971
-,Neerglabbeek,-,01.01.0001,02.01.1971
-,Niel-bij-As,-,01.01.0001,05.01.1971
-,Niel-bij-Sint-Truiden,-,01.01.0001,02.01.1971
-,Nieuwerkerken (Limb.),-,01.01.0001,31.12.9999
-,Oostham,-,01.01.0001,02.01.1977
-,Opglabbeek,-,01.01.0001,31.12.2018
-,Ordingen,-,01.01.0001,02.01.1971
-,Paal,-,01.01.0001,01.01.1977
-,Runkelen,-,01.01.0001,02.01.1971
-,Schulen,-,01.01.0001,02.01.1977
-,Sint-Lambrechts-Herk,-,01.01.0001,02.01.1977
Saint-Trond,Sint-Truiden,Sint-Truiden,01.01.0001,31.12.9999
-,Spalbeek,-,01.01.0001,01.01.1971
-,Stevoort,-,01.01.0001,02.01.1977
-,Stokrooie,-,01.01.0001,04.01.1971
-,Tessenderlo,-,01.01.0001,31.12.9999
-,Velm,-,01.01.0001,26.06.1977
Fresin,Vorsen,Vorsen,01.01.0001,04.01.1971
-,Wijer,-,01.01.0001,02.01.1971
-,Wilderen,-,01.01.0001,02.01.1971
-,Wimmertingen,-,01.01.0001,02.01.1977
-,Zelem,-,01.01.0001,03.01.1977
-,Zepperen,-,01.01.0001,26.06.1977
-,Zolder,-,01.01.0001,03.01.1977
-,Zonhoven,-,01.01.0001,31.12.9999
-,Zutendaal,-,01.01.0001,31.12.9999
-,Gelmen,-,05.01.1971,26.06.1977
-,Ham,-,02.01.1977,31.12.9999
-,Heusden-Zolder,-,01.01.1977,31.12.9999
-,Achel,-,01.01.0001,02.01.1977
-,Beek,-,01.01.0001,01.01.1965
-,Bocholt,-,01.01.0001,31.12.9999
-,Bree,-,01.01.0001,31.12.9999
-,Dilsen,-,01.01.0001,24.10.1987
-,Eksel,-,01.01.0001,02.01.1977
-,Elen,-,01.01.0001,16.04.1971
-,Ellikom,-,01.01.0001,02.01.1971
-,Gerdingen,-,01.01.0001,01.01.1965
-,Grote-Brogel,-,01.01.0001,01.01.1977
-,Gruitrode,-,01.01.0001,01.01.1977
-,Hamont,-,01.01.0001,02.01.1977
-,Hechtel,-,01.01.0001,02.01.1977
-,Helchteren,-,01.01.0001,02.01.1977
-,Houthalen,-,01.01.0001,03.01.1977
-,Kaulille,-,01.01.0001,02.01.1977
-,Kessenich,-,01.01.0001,18.09.1971
-,Kinrooi,-,01.01.0001,31.12.9999
-,Kleine-Brogel,-,01.01.0001,02.01.1971
-,Lommel,-,01.01.0001,31.12.9999
-,Maaseik,-,01.01.0001,31.12.9999
-,Meeuwen,-,01.01.0001,01.01.1977
-,Molenbeersel,-,01.01.0001,18.09.1971
-,Neeroeteren,-,01.01.0001,01.02.1977
-,Neerpelt,-,01.01.0001,31.12.2018
-,Ophoven,-,01.01.0001,18.09.1971
-,Opitter,-,01.01.0001,01.01.1977
-,Opoeteren,-,01.01.0001,01.02.1977
-,Overpelt,-,01.01.0001,31.12.2018
-,Peer,-,01.01.0001,31.12.9999
-,Reppel,-,01.01.0001,02.01.1971
-,Rotem,-,01.01.0001,16.04.1971
-,Sint-Huibrechts-Lille,-,01.01.0001,01.01.1977
-,Tongerlo (Limb.),-,01.01.0001,01.01.1971
-,Wijchmaal,-,01.01.0001,01.01.1977
-,Wijshagen,-,01.01.0001,02.01.1971
-,Hamont-Achel,-,02.01.1977,31.12.9999
-,Hechtel-Eksel,-,02.01.1977,31.12.9999
-,Houthalen-Helchteren,-,01.01.1977,31.12.9999
-,Meeuwen-Gruitrode,-,01.01.1977,31.12.2018
-,Dilsen-Stokkem,-,28.07.1987,31.12.9999
-,Alken,-,01.01.0001,31.12.9999
-,Batsheers,-,01.01.0001,24.06.1971
-,Berg (Limb.),-,01.01.0001,14.06.1972
-,Berlingen,-,01.01.0001,01.01.1977
-,Beverst,-,01.01.0001,02.01.1977
-,Bilzen,-,01.01.0001,31.12.9999
-,Bommershoven,-,01.01.0001,02.01.1971
-,Boorsem,-,01.01.0001,03.01.1977
Looz,Borgloon,Borgloon,01.01.0001,31.12.9999
-,Broekom,-,01.01.0001,07.03.1977
Heur-le-Tiexhe,Diets-Heur,Diets-Heur,01.01.0001,02.01.1971
-,Eigenbilzen,-,01.01.0001,02.01.1977
