ID,Name,Habitants,Index,Acreage,HabitantsPerSquareKm,ProsperityIndex,Province,Latitude,Longitude,BoundingBox,Frans,Nederlands,Duits,Begin,Einde,geojson_name,Cluster Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue
206,Kruibeke,16745,153.0,33.42,501,110.5,Oost-Vlaanderen,51.17625475,4.29814784422281,"['51.15361', '51.1980491', '4.2502472', '4.3295832']",-,Kruibeke,-,01.01.0001,31.12.9999,Kruibeke,3,Cosmetics Shop,Bank,Pizza Place,Market,Plaza
207,Diksmuide,16743,86.0,149.4,112,95.1,West-Vlaanderen,51.0333408,2.8647185,"['50.9753127', '51.1161778', '2.7432773', '2.9516269']",Dixmude,Diksmuide,Diksmuide,01.01.0001,31.12.9999,Diksmuide,3,Bar,Bakery,Restaurant,Friterie,Bistro
208,Dour,16644,137.0,33.32,500,82.2,Henegouwen,50.3978815,3.7806897,"['50.3532085', '50.4206167', '3.7250145', '3.8525357']",Dour,-,-,01.01.0001,31.12.9999,Dour,4,Supermarket,Restaurant,Bakery,Fast Food Restaurant,Athletics & Sports
209,Merchtem,16583,257.0,36.72,452,122.0,Vlaams-Brabant,50.9591981,4.2327769,"['50.9089291', '50.9984755', '4.1814947', '4.3018417']",-,Merchtem,-,01.01.0001,31.12.9999,Merchtem,0,Playground,Bakery,Social Club,Clothing Store,Salon / Barbershop
210,Ciney,16580,236.0,147.56,112,96.0,Namen,50.2964911,5.1008664,"['50.2084653', '50.3404316', '5.002632', '5.2614722']",Ciney,-,-,01.01.0001,31.12.9999,Ciney,4,Supermarket,Snack Place,Grocery Store,Bar,Bakery
211,Hannuit,16571,150.0,86.53,192,105.5,Luik,50.6724649,5.0779916,"['50.5983981', '50.7161471', '4.9871544', '5.1624679']",Hannut,Hannuit,-,01.01.0001,31.12.9999,Hannut,3,Supermarket,Bus Stop,French Restaurant,Clothing Store,Shoe Store
212,Lille,16529,494.0,59.4,278,107.6,Antwerpen,51.238218,4.8242404,"['51.2069507', '51.2989944', '4.7613106', '4.9072917']",-,Lille,-,01.01.0001,31.12.9999,Lille,0,Bar,Friterie,Ice Cream Shop,Supermarket,Bistro
213,Fléron,16526,476.0,13.72,1204,93.4,Luik,50.6168354,5.6832219,"['50.5900061', '50.6449262', '5.6442254', '5.7162488']",Fléron,-,-,01.01.0001,31.12.9999,Fléron,4,Supermarket,French Restaurant,Italian Restaurant,Restaurant,Pizza Place
214,Wemmel,16491,1.283,8.74,1886,117.0,Vlaams-Brabant,50.9087716,4.3034586,"['50.8904657', '50.9280881', '4.2778019', '4.3390668']",-,Wemmel,-,01.01.0001,31.12.9999,Wemmel,3,Bookstore,Bakery,Middle Eastern Restaurant,Flower Shop,Bus Stop
215,Peer,16357,513.0,86.95,188,98.2,Limburg,51.10874,5.44915721900614,"['51.0549941', '51.1642631', '5.4037811', '5.4957315']",-,Peer,-,01.01.0001,31.12.9999,Peer,3,Supermarket,Bar,Athletics & Sports,Friterie,Brasserie
217,Laakdal,16101,343.0,42.48,379,105.9,Antwerpen,51.0802695,5.007302200000002,"['51.0348746', '51.115985', '4.9285206', '5.1065125']",-,Laakdal,-,03.01.1977,31.12.9999,Laakdal,0,Bar,Friterie,Supermarket,Restaurant,Bakery
218,Bree,16085,387.0,64.96,248,98.6,Limburg,51.1386239,5.6229805058514,"['51.1101977', '51.1669363', '5.5803082', '5.7124915']",-,Bree,-,01.01.0001,31.12.9999,Bree,0,Bar,Supermarket,Shoe Store,Friterie,Ice Cream Shop
219,Bastenaken,15985,249.0,172.03,93,91.5,Luxemburg,50.0023192,5.7173292999999985,"['49.90779', '50.1161415', '5.6406483', '5.8699093']",Bastogne,Bastenaken,-,01.01.0001,31.12.9999,Bastogne,3,Supermarket,French Restaurant,Bar,Snack Place,Italian Restaurant
220,Landen,15951,283.0,54.05,295,111.3,Vlaams-Brabant,50.7530146,5.0813154,"['50.7033512', '50.79479', '4.983916', '5.1214463']",-,Landen,-,01.01.0001,31.12.9999,Landen,0,Bar,Friterie,Trail,Plaza,Soccer Field
221,Beernem,15763,164.0,71.68,220,106.8,West-Vlaanderen,51.12774395,3.31450674987328,"['51.0989049', '51.1567396', '3.2738672', '3.3786036']",-,Beernem,-,01.01.0001,31.12.9999,Beernem,0,Bar,Athletics & Sports,Bus Stop,Lounge,Auto Garage
222,Leopoldsburg,15755,448.0,22.49,701,96.7,Limburg,51.1220584,5.26389242947846,"['51.0992093', '51.1471207', '5.2363117', '5.3011152']",Bourg-Léopold,Leopoldsburg,Leopoldsburg,01.01.0001,31.12.9999,Leopoldsburg,1,Athletics & Sports,Dance Studio,Friterie,Bakery,Bus Stop
223,Ternat,15746,316.0,24.48,643,122.1,Vlaams-Brabant,50.87133920000001,4.1756966,"['50.8407022', '50.8896895', '4.1061103', '4.2067954']",-,Ternat,-,01.01.0001,31.12.9999,Ternat,3,Bar,Supermarket,Sandwich Place,Friterie,Park
224,Zulte,15720,232.0,32.52,483,106.9,Oost-Vlaanderen,50.9206638,3.4485632000000006,"['50.8968873', '50.983615', '3.415221', '3.527927']",-,Zulte,-,01.01.0001,31.12.9999,Zulte,0,Bar,Pub,Pharmacy,Supermarket,Friterie
226,Malle,15561,657.0,51.99,299,108.7,Antwerpen,51.2970123,4.6933094,"['51.2424772', '51.3268591', '4.633685', '4.7766514']",-,Malle,-,19.10.1979,31.12.9999,Malle,1,Bus Stop,Furniture / Home Store,Supermarket,Health & Beauty Service,Pool Hall
228,Genepiën,15427,154.0,89.57,172,115.1,Waals-Brabant,50.6108733,4.4510726,"['50.5540526', '50.658648', '4.3756033', '4.5415674']",Genappe,Genepiën,-,01.01.0001,31.12.9999,Genappe,3,Supermarket,Soccer Field,Snack Place,Bakery,Restaurant
229,Borgworm,15334,394.0,31.04,494,105.1,Luik,50.6976875,5.2546191,"['50.655556', '50.7290055', '5.2140809', '5.3134629']",Waremme,Borgworm,-,01.01.0001,31.12.9999,Waremme,3,Cosmetics Shop,Tennis Court,Italian Restaurant,Optical Shop,Lounge
230,Dison,15248,234.0,14.01,1089,66.4,Luik,50.611374,5.854735,"['50.5967089', '50.6338626', '5.8381869', '5.9142441']",Dison,-,-,01.01.0001,31.12.9999,Dison,4,Stadium,Supermarket,Italian Restaurant,Kebab Restaurant,Cultural Center
231,Rumst,15090,423.0,19.9,758,117.7,Antwerpen,51.0792853,4.4240472,"['51.0715932', '51.1190771', '4.3588624', '4.4707218']",-,Rumst,-,01.01.0001,31.12.9999,Rumst,3,Pub,Friterie,General Entertainment,Liquor Store,Zoo
232,Bonheiden,15010,435.0,29.27,513,137.1,Antwerpen,51.0261294,4.53782177790724,"['51.0051311', '51.0468743', '4.5028193', '4.582706']",-,Bonheiden,-,01.01.0001,31.12.9999,Bonheiden,3,Bakery,Italian Restaurant,Plaza,Furniture / Home Store,Bus Stop
233,Ravels,15009,521.0,94.99,158,96.9,Antwerpen,51.3808625,5.01981229195184,"['51.3523921', '51.406849', '4.972941', '5.0711657']",-,Ravels,-,01.01.0001,31.12.9999,Ravels,0,Bus Stop,Friterie,Bar,Forest,Beer Garden
234,Berlare,14958,194.0,37.82,396,109.5,Oost-Vlaanderen,51.0301606,4.01134702971542,"['51.0040288', '51.05606', '3.9769646', '4.04205']",-,Berlare,-,01.01.0001,31.12.9999,Berlare,0,Bar,Health & Beauty Service,Dessert Shop,Nature Preserve,Ice Cream Shop
235,Tremelo,14914,548.0,21.57,691,120.0,Vlaams-Brabant,50.9919047,4.7040582,"['50.9791738', '51.0268379', '4.6528631', '4.7743074']",-,Tremelo,-,01.01.0001,31.12.9999,Tremelo,0,Bar,Boutique,Soccer Field,Bookstore,Bus Stop
236,Lummen,14890,347.0,53.38,279,110.2,Limburg,51.00313255,5.20255899987306,"['50.964822', '51.0414409', '5.1301217', '5.2527203']",-,Lummen,-,01.01.0001,31.12.9999,Lummen,3,Athletics & Sports,Pharmacy,Supermarket,Optical Shop,Furniture / Home Store
237,Brakel,14801,100.0,56.46,262,109.0,Oost-Vlaanderen,50.7979739,3.762778,"['50.7474365', '50.847271', '3.6991717', '3.819923']",-,Brakel,-,15.04.1971,31.12.9999,Brakel,0,Bar,Tennis Court,Bus Stop,Supermarket,Cafeteria
238,Chapelle-lez-Herlaimont,14737,572.0,18.1,814,84.3,Henegouwen,50.4713265,4.280420200000001,"['50.4245633', '50.5070375', '4.2619957', '4.3269076']",Chapelle-lez-Herlaimont,-,-,01.01.0001,31.12.9999,Chapelle-lez-Herlaimont,4,Asian Restaurant,Friterie,Italian Restaurant,Food,Supermarket
239,Anzegem,14716,125.0,41.79,352,107.7,West-Vlaanderen,50.8436655,3.46422356526908,"['50.82165', '50.866138', '3.4263192', '3.5034485']",-,Anzegem,-,01.01.0001,31.12.9999,Anzegem,3,Bus Stop,Bookstore,Bar,Athletics & Sports,Soccer Field
240,Sprimont,14712,283.0,74.28,198,115.4,Luik,50.5065636,5.646657076291901,"['50.4767818', '50.5364464', '5.583332', '5.7043926']",Sprimont,-,-,01.01.0001,31.12.9999,Sprimont,4,Supermarket,Friterie,Ice Cream Shop,French Restaurant,Park
241,Thuin,14702,161.0,76.17,193,102.3,Henegouwen,50.20822125,4.27206532203534,"['49.9417427', '50.4746818', '4.0273966', '4.4768241']",Thuin,-,-,01.01.0001,31.12.9999,Thuin,0,Bar,Brasserie,General Entertainment,Train Station,Grocery Store
242,Haacht,14577,366.0,30.57,477,122.6,Vlaams-Brabant,50.9769286,4.6386824,"['50.9245211', '50.9945445', '4.5856875', '4.6894703']",-,Haacht,-,01.01.0001,31.12.9999,Haacht,0,Bar,Gastropub,Clothing Store,Bookstore,Optical Shop
243,Lubbeek,14559,315.0,46.13,316,135.8,Vlaams-Brabant,50.88157020000001,4.8416048,"['50.8517102', '50.9117475', '4.7479359', '4.9111331']",-,Lubbeek,-,01.01.0001,31.12.9999,Lubbeek,1,Bus Stop,Bar,Bakery,Pharmacy,Sports Bar
244,Opwijk,14547,335.0,19.69,739,117.4,Vlaams-Brabant,50.9690529,4.1896665,"['50.9319538', '50.9891228', '4.1429516', '4.2251725']",-,Opwijk,-,01.01.0001,31.12.9999,Opwijk,0,Cultural Center,Concert Hall,Nightclub,Bus Stop,Soccer Field
245,Herselt,14523,322.0,52.32,278,106.5,Antwerpen,51.0554081,4.90180800313541,"['51.0196432', '51.0912324', '4.8282505', '4.9688914']",-,Herselt,-,01.01.0001,31.12.9999,Herselt,0,Bar,Supermarket,Bus Stop,Lingerie Store,Laundromat
246,Buggenhout,14517,280.0,25.25,575,115.3,Oost-Vlaanderen,51.01131005,4.19279638866132,"['50.9822222', '51.0404007', '4.1540768', '4.23494']",-,Buggenhout,-,01.01.0001,31.12.9999,Buggenhout,0,Bar,Sandwich Place,Friterie,Train Station,Plaza
247,Amay,14412,262.0,27.61,522,92.7,Luik,50.5497761,5.3240992,"['50.516469', '50.5918202', '5.2620223', '5.3502228']",Amay,-,-,01.01.0001,31.12.9999,Amay,4,Supermarket,Chinese Restaurant,Restaurant,Basketball Stadium,Basketball Court
248,Hamont-Achel,14369,699.0,43.66,329,91.8,Limburg,51.2547636,5.512869599999998,"['51.2100574', '51.3001647', '5.4384145', '5.5603452']",-,Hamont-Achel,-,02.01.1977,31.12.9999,Hamont-Achel,3,Soccer Field,Dog Run,Food Service,Zoo,Food & Drink Shop
249,Aartselaar,14293,949.0,10.93,1308,127.6,Antwerpen,51.133297,4.3870241,"['51.1094962', '51.15104', '4.3537119', '4.40871']",-,Aartselaar,-,01.01.0001,31.12.9999,Aartselaar,0,Bar,Asian Restaurant,Weight Loss Center,Lingerie Store,Athletics & Sports
250,Wingene,14263,114.0,68.42,208,100.8,West-Vlaanderen,51.06808895,3.2847683081115,"['51.0327853', '51.1044717', '3.2234757', '3.3495959']",-,Wingene,-,01.01.0001,31.12.9999,Wingene,0,Bar,Supermarket,Friterie,Pool,Athletics & Sports
251,Wezembeek-Oppem,14258,1.615,6.82,2091,123.7,Vlaams-Brabant,50.8440554,4.487179599999998,"['50.8259795', '50.8620008', '4.4703927', '4.5173718']",-,Wezembeek-Oppem,-,01.01.0001,31.12.9999,Wezembeek-Oppem,3,Bakery,Athletics & Sports,Bookstore,Snack Place,Pharmacy
252,Assenede,14256,118.0,87.22,163,108.8,Oost-Vlaanderen,51.22759420000001,3.7532864,"['51.1674323', '51.2808306', '3.6125272', '3.7954734']",-,Assenede,-,01.01.0001,31.12.9999,Assenede,0,Bar,Pizza Place,Friterie,Belgian Restaurant,Athletics & Sports
253,Lasne,14244,223.0,47.22,302,145.7,Waals-Brabant,50.6860037,4.4844157,"['50.6439362', '50.7241815', '4.3948548', '4.5263818']",Lasne,-,-,03.01.1977,31.12.9999,Lasne,3,Flower Shop,Bus Stop,Boutique,Italian Restaurant,Athletics & Sports
254,Geldenaken,14123,117.0,73.31,193,108.6,Waals-Brabant,50.724179,4.8679997,"['50.6776686', '50.7734494', '4.7730731', '4.9485635']",Jodoigne,Geldenaken,-,01.01.0001,31.12.9999,Jodoigne,4,Supermarket,Chinese Restaurant,Pizza Place,Department Store,Video Store
256,Ichtegem,14050,191.0,45.33,310,96.4,West-Vlaanderen,51.08742745,3.02962221299275,"['51.0547128', '51.1201357', '2.9951425', '3.067424']",-,Ichtegem,-,01.01.0001,31.12.9999,Ichtegem,0,Bar,Pub,Plaza,Theater,Tennis Court
257,Jabbeke,13865,269.0,53.76,258,117.2,West-Vlaanderen,51.1846386,3.0902953889402003,"['51.1633944', '51.2054532', '3.051738', '3.1180954']",-,Jabbeke,-,01.01.0001,31.12.9999,Jabbeke,0,Bus Stop,Friterie,Insurance Office,Bar,Bakery
258,Leuze-en-Hainaut,13850,86.0,73.53,188,94.6,Henegouwen,50.59881970000001,3.616727,"['50.5478349', '50.6458084', '3.5482372', '3.7137634']",Leuze-en-Hainaut,-,-,02.01.1977,31.12.9999,Leuze-en-Hainaut,4,Sandwich Place,Supermarket,Bakery,Brasserie,Pizza Place
260,Couvin,13747,141.0,206.93,66,82.6,Namen,50.0524906,4.4955009000000015,"['49.9372154', '50.140007', '4.385793', '4.605248']",Couvin,-,-,01.01.0001,31.12.9999,Couvin,3,Supermarket,Italian Restaurant,Bakery,Nightclub,Cave
261,Wanze,13738,232.0,43.95,313,105.6,Luik,50.53325870000001,5.2166503,"['50.5085754', '50.5825758', '5.1321679', '5.265836']",Wanze,-,-,01.01.0001,31.12.9999,Wanze,0,Bar,Supermarket,Gym Pool,Friterie,Dessert Shop
262,Kraainem,13730,1.996,5.8,2365,125.1,Vlaams-Brabant,50.860961,4.4662618,"['50.8180288', '50.8671765', '4.4492207', '4.4925914']",-,Kraainem,-,01.01.0001,31.12.9999,Kraainem,1,Bus Stop,Castle,Pharmacy,Park,Restaurant
263,Graven,13668,199.0,55.44,247,121.7,Waals-Brabant,50.73861820000001,4.6962324,"['50.7007893', '50.7993834', '4.6202141', '4.7502678']",Grez-Doiceau,Graven,-,01.01.0001,31.12.9999,Grez-Doiceau,4,French Restaurant,Supermarket,Deli / Bodega,Pub,Burger Joint
264,Oud-Turnhout,13662,444.0,38.8,352,114.2,Antwerpen,51.3178319,4.981708599999998,"['51.276052', '51.363879', '4.961884', '5.057792']",-,Oud-Turnhout,-,01.01.0001,31.12.9999,Oud-Turnhout,0,Bakery,Friterie,Bar,Bistro,Dessert Shop
265,Ham-sur-Heure-Nalinnes,13623,240.0,45.68,298,119.5,Henegouwen,50.3171621,4.3803219,"['50.2897766', '50.3619523', '4.346604', '4.4768241']",Ham-sur-Heure-Nalinnes,-,-,03.01.1977,31.12.9999,Ham-sur-Heure-Nalinnes,3,Restaurant,Arts & Entertainment,Pizza Place,Zoo,Farmers Market
266,Oosterzele,13590,145.0,43.12,315,120.2,Oost-Vlaanderen,50.9513684,3.82133683714286,"['50.9306806', '50.9721337', '3.7818852', '3.8511351']",-,Oosterzele,-,01.01.0001,31.12.9999,Oosterzele,3,Sports Bar,Pharmacy,Soccer Field,Zoo,Food
267,Kuurne,13484,537.0,10.01,1347,100.8,West-Vlaanderen,50.8598118,3.2737318624845,"['50.8399463', '50.8798908', '3.2405402', '3.3016043']",-,Kuurne,-,01.01.0001,31.12.9999,Kuurne,0,Bakery,Bar,Cosmetics Shop,Friterie,Sandwich Place
268,Dinant,13451,123.0,99.8,135,89.3,Namen,50.2591576,4.9130624,"['50.1802376', '50.3046782', '4.8544268', '5.0481081']",Dinant,-,-,01.01.0001,31.12.9999,Dinant,0,Bar,French Restaurant,Restaurant,Cosmetics Shop,Asian Restaurant
269,Liedekerke,13295,588.0,10.08,1319,106.3,Vlaams-Brabant,50.8711313,4.0860754,"['50.8497196', '50.8888114', '4.0589791', '4.1263279']",-,Liedekerke,-,01.01.0001,31.12.9999,Liedekerke,0,Bar,Doner Restaurant,Chinese Restaurant,Chocolate Shop,Bus Stop
270,Arendonk,13293,358.0,55.38,240,96.8,Antwerpen,51.3202315,5.0864557,"['51.2914104', '51.3934954', '5.029945', '5.1402503']",-,Arendonk,-,01.01.0001,31.12.9999,Arendonk,0,Bar,Friterie,Bus Stop,Bakery,Supermarket
271,Blégny,13292,237.0,26.07,510,106.0,Luik,50.6727185,5.7252372000000005,"['50.6378964', '50.7074179', '5.6422621', '5.7751909']",Blégny,-,-,01.01.1977,31.12.9999,Blégny,3,Pub,Convenience Store,Pizza Place,Comedy Club,Zoo
272,Boechout,13266,504.0,20.66,642,125.8,Antwerpen,51.1596941,4.51040686514902,"['51.1295968', '51.1897156', '4.4800058', '4.5392734']",-,Boechout,-,01.01.0001,31.12.9999,Boechout,3,French Restaurant,Friterie,Restaurant,Bar,Bakery
273,Affligem,13228,289.0,17.7,747,116.1,Vlaams-Brabant,50.9035063,4.1174675,"['50.8832339', '50.9326625', '4.0743031', '4.1504856']",-,Affligem,-,01.01.0001,31.12.9999,Affligem,3,Rental Car Location,Fishing Spot,Sake Bar,Cocktail Bar,Zoo
274,Bocholt,13110,574.0,59.34,221,94.8,Limburg,51.1924818,5.59955819462679,"['51.16202', '51.2229166', '5.5336081', '5.659123']",-,Bocholt,-,01.01.0001,31.12.9999,Bocholt,0,Supermarket,Bar,Friterie,Harbor / Marina,Restaurant
275,Mettet,13102,153.0,116.78,112,97.9,Namen,50.3212094,4.6584949,"['50.2612925', '50.3800531', '4.5823558', '4.7675663']",Mettet,-,-,01.01.0001,31.12.9999,Mettet,4,Supermarket,Castle,Friterie,BBQ Joint,Plaza
276,Zandhoven,13025,410.0,40.1,325,114.6,Antwerpen,51.21479179999999,4.6595103,"['51.1751122', '51.2485333', '4.6225634', '4.7426302']",-,Zandhoven,-,01.01.0001,31.12.9999,Zandhoven,3,Friterie,Chinese Restaurant,Sandwich Place,Bus Stop,Public Art
277,Esneux,12917,423.0,34.05,379,118.1,Luik,50.5337249,5.57577274403242,"['50.503307', '50.5638675', '5.4972821', '5.612041']",Esneux,-,-,01.01.0001,31.12.9999,Esneux,3,Basketball Court,Brewery,Restaurant,Campground,Tea Room
278,Wommelgem,12865,860.0,13.01,989,111.5,Antwerpen,51.2031044,4.5238022,"['51.1866211', '51.2229932', '4.4821933', '4.5621361']",-,Wommelgem,-,01.01.0001,31.12.9999,Wommelgem,0,Friterie,Asian Restaurant,Bakery,Market,Butcher
279,Zelzate,12854,360.0,13.71,938,98.9,Oost-Vlaanderen,51.2000036,3.8105002,"['51.181999', '51.2143278', '3.7650386', '3.8562032']",-,Zelzate,-,01.01.0001,31.12.9999,Zelzate,3,Gun Range,Cafeteria,Soccer Field,Italian Restaurant,Park
280,Keerbergen,12850,557.0,18.39,699,148.8,Vlaams-Brabant,51.00492420000001,4.6265551,"['50.9853477', '51.0240321', '4.5985424', '4.7094896']",-,Keerbergen,-,01.01.0001,31.12.9999,Keerbergen,3,Pharmacy,Supermarket,Flower Shop,Comfort Food Restaurant,Clothing Store
281,Gavere,12805,167.0,31.35,409,118.3,Oost-Vlaanderen,50.9293053,3.6671815409707498,"['50.9180103', '50.9405891', '3.6487216', '3.7092987']",-,Gavere,-,01.01.0001,31.12.9999,Gavere,0,Bar,Bakery,Pharmacy,Friterie,Cultural Center
282,Malmedy,12741,158.0,99.96,127,95.2,Luik,50.4265348,6.0276059,"['50.3502602', '50.51904', '5.9695911', '6.1135626']",Malmedy,Malmedy,Malmedy,01.01.0001,31.12.9999,Malmedy,3,Supermarket,Gastropub,Italian Restaurant,Bar,French Restaurant
283,Gerpinnes,12716,303.0,47.1,270,114.7,Henegouwen,50.3378166,4.527677099999999,"['50.3149205', '50.3792171', '4.457655', '4.5943447']",Gerpinnes,-,-,01.01.0001,31.12.9999,Gerpinnes,4,Italian Restaurant,Brewery,Supermarket,Park,Sandwich Place
284,De Haan,12666,581.0,42.17,300,115.2,West-Vlaanderen,51.275083,3.03169,"['51.219665', '51.3146054', '2.9842936', '3.115249']",-,De Haan,-,01.01.1977,31.12.9999,De Haan,3,Restaurant,Bar,Friterie,Hotel,Bakery
285,Herk-de-Stad,12636,319.0,42.83,295,108.4,Limburg,50.9222911,5.18843018689534,"['50.8924257', '50.9518838', '5.1371713', '5.2299676']",Herck-la-Ville,Herk-de-Stad,Herk-de-Stad,01.01.0001,31.12.9999,Herk-de-Stad,0,Bar,Friterie,Bus Stop,Brasserie,Athletics & Sports
286,Kortemark,12616,114.0,55.0,229,94.7,West-Vlaanderen,51.03139765,3.03747099604352,"['51.0021134', '51.060993', '3.0060565', '3.070081']",-,Kortemark,-,01.01.0001,31.12.9999,Kortemark,0,Bar,Bistro,Bakery,Park,Pub
287,Rochefort,12611,243.0,165.27,76,89.5,Namen,50.1588503,5.2233447,"['50.0934552', '50.2382715', '5.0553812', '5.2842808']",Rochefort,-,-,01.01.0001,31.12.9999,Rochefort,4,Supermarket,Brasserie,Hotel,Italian Restaurant,Friterie
288,Boortmeerbeek,12516,372.0,18.64,672,130.7,Vlaams-Brabant,50.97828585,4.575800525,"['50.9582185', '50.998401', '4.551298', '4.6128738']",-,Boortmeerbeek,-,01.01.0001,31.12.9999,Boortmeerbeek,4,Salon / Barbershop,Deli / Bodega,Market,French Restaurant,Supermarket
289,Olen,12505,678.0,23.17,540,107.6,Antwerpen,51.1438611,4.8597257,"['51.1358304', '51.1966816', '4.8401447', '4.9267343']",-,Olen,-,01.01.0001,31.12.9999,Olen,0,Bar,Health & Beauty Service,Friterie,Pub,Bistro
290,Zonnebeke,12481,123.0,67.57,185,98.4,West-Vlaanderen,50.8731885,2.9874678,"['50.8001267', '50.9288581', '2.938162', '3.0695863']",-,Zonnebeke,-,01.01.0001,31.12.9999,Zonnebeke,0,Bar,Park,Bus Stop,Friterie,Supermarket
291,Aywaille,12436,335.0,79.97,156,98.5,Luik,50.47348270000001,5.6742167000000014,"['50.3954785', '50.5214526', '5.6238417', '5.7930427']",Aywaille,-,-,01.01.0001,31.12.9999,Aywaille,3,Brasserie,Italian Restaurant,French Restaurant,Hotel,Supermarket
292,Hechtel-Eksel,12419,513.0,76.7,162,99.9,Limburg,51.1340192,5.3780119000000015,"['51.087636', '51.1818823', '5.2610001', '5.4375982']",-,Hechtel-Eksel,-,02.01.1977,31.12.9999,Hechtel-Eksel,0,Friterie,Bar,Brasserie,Airport,Ice Cream Shop
293,Laarne,12370,141.0,32.07,386,121.1,Oost-Vlaanderen,51.0406809,3.8599035400346695,"['51.0172871', '51.064098', '3.8230786', '3.8884509']",-,Laarne,-,01.01.0001,31.12.9999,Laarne,0,Bar,Friterie,Bus Stop,Bakery,Pizza Place
294,Anderlues,12261,381.0,17.02,720,82.8,Henegouwen,50.4079969,4.2696102,"['50.3796072', '50.4280635', '4.2278722', '4.293997']",Anderlues,-,-,01.01.0001,31.12.9999,Anderlues,4,Bar,Italian Restaurant,Supermarket,Pharmacy,Food
295,Profondeville,12220,203.0,50.34,243,109.6,Namen,50.37757720000001,4.8684278,"['50.3428034', '50.4109012', '4.7409161', '4.9191901']",Profondeville,-,-,01.01.0001,31.12.9999,Profondeville,3,French Restaurant,Pizza Place,Italian Restaurant,Thrift / Vintage Store,Bar
296,Gistel,12178,224.0,42.25,288,102.3,West-Vlaanderen,51.15825020000001,2.96708109482047,"['51.1343156', '51.1819048', '2.9213295', '3.0005196']",-,Gistel,-,01.01.0001,31.12.9999,Gistel,3,Bakery,Bistro,Pub,Bar,Sports Bar
297,Kinrooi,12174,352.0,54.76,222,93.1,Limburg,51.14313325,5.74145646069855,"['51.1263992', '51.1611494', '5.698262', '5.7736298']",-,Kinrooi,-,01.01.0001,31.12.9999,Kinrooi,4,Supermarket,Pizza Place,Fast Food Restaurant,Friterie,Convenience Store
298,Steenokkerzeel,12135,334.0,23.46,517,121.9,Vlaams-Brabant,50.9093488,4.5110471,"['50.8890753', '50.9594195', '4.4577422', '4.5341245']",-,Steenokkerzeel,-,01.01.0001,31.12.9999,Steenokkerzeel,2,Bar,Bakery,Café,Frozen Yogurt Shop,Friterie
299,Rijkevorsel,12060,832.0,46.79,258,99.3,Antwerpen,51.3495046,4.760708,"['51.3126022', '51.3926581', '4.7172558', '4.8278135']",-,Rijkevorsel,-,01.01.0001,31.12.9999,Rijkevorsel,0,Bar,Friterie,Supermarket,Bus Stop,Pub
300,Theux,12031,141.0,83.36,144,107.0,Luik,50.52586075,5.81989558437528,"['50.4893761', '50.562223', '5.7524126', '5.8828321']",Theux,-,-,01.01.0001,31.12.9999,Theux,3,Restaurant,Plaza,Italian Restaurant,Train Station,Sandwich Place
301,Kampenhout,11972,219.0,33.49,357,128.1,Vlaams-Brabant,50.94924405,4.57116308736937,"['50.9302659', '50.9681051', '4.523302', '4.6082728']",-,Kampenhout,-,01.01.0001,31.12.9999,Kampenhout,3,Pharmacy,Bar,Dance Studio,Plaza,Bistro
302,Deerlijk,11946,243.0,16.82,710,106.8,West-Vlaanderen,50.83878495,3.36227902291388,"['50.8113851', '50.8660488', '3.3238517', '3.3938386']",-,Deerlijk,-,01.01.0001,31.12.9999,Deerlijk,0,Bar,Men's Store,Paper / Office Supplies Store,Sandwich Place,Bistro
303,Beyne-Heusay,11929,312.0,7.32,1630,88.7,Luik,50.6220566,5.6534141,"['50.611115', '50.6508573', '5.6354941', '5.6936097']",Beyne-Heusay,-,-,01.01.0001,31.12.9999,Beyne-Heusay,3,Snack Place,Zoo,Food & Drink Shop,Fast Food Restaurant,Festival
304,Veurne,11903,107.0,96.34,124,99.8,West-Vlaanderen,51.071043,2.65488582372384,"['51.0516197', '51.0903413', '2.6009574', '2.7769063']",Furnes,Veurne,Veurne,01.01.0001,31.12.9999,Veurne,3,Bakery,Bar,Gastropub,Intersection,Garden Center
305,Bernissart,11859,144.0,43.42,273,89.2,Henegouwen,50.475502,3.650467700000001,"['50.4422651', '50.5146555', '3.6152205', '3.7538152']",Bernissart,-,-,01.01.0001,31.12.9999,Bernissart,4,Lake,Supermarket,Pool,Athletics & Sports,Plaza
306,Frasnes-lez-Anvaing,11814,62.0,112.44,105,97.8,Henegouwen,50.68083725,3.6235392779588698,"['50.6259107', '50.7348232', '3.4873202', '3.7314015']",Frasnes-lez-Anvaing,-,-,02.01.1977,31.12.9999,Frasnes-lez-Anvaing,0,Bar,Friterie,French Restaurant,Supermarket,Restaurant
307,Chaumont-Gistoux,11798,191.0,48.09,245,130.6,Waals-Brabant,50.68398079999999,4.6974182,"['50.6525109', '50.7234338', '4.6248155', '4.7704852']",Chaumont-Gistoux,-,-,01.01.0001,31.12.9999,Chaumont-Gistoux,4,Supermarket,Bar,Business Service,Food Service,Festival
308,Melle,11736,418.0,15.21,771,119.0,Oost-Vlaanderen,51.00303,3.7988833,"['50.9713514', '51.030899', '3.7630236', '3.8362315']",-,Melle,-,01.01.0001,31.12.9999,Melle,1,Construction & Landscaping,Laundromat,Brewery,Pharmacy,Sports Bar
